# 300 trucks, Sydney -> Melbourne, released uniformly over 24h, each having already
# worked 0-9 of its 12 hours. A SCENARIO, not observed traffic. Seed 20260921.
id,origin_id,destination_id,capacity,level,consumption,required_amount,release_hour
72,0,51,12.0,4.306,1.0,0.0,12.143
73,0,51,12.0,3.543,1.0,0.0,18.855
74,0,51,12.0,6.773,1.0,0.0,16.919
75,0,51,12.0,3.209,1.0,0.0,2.890
76,0,51,12.0,8.205,1.0,0.0,16.005
77,0,51,12.0,7.904,1.0,0.0,17.943
78,0,51,12.0,4.832,1.0,0.0,21.716
79,0,51,12.0,7.241,1.0,0.0,12.831
80,0,51,12.0,7.412,1.0,0.0,16.449
81,0,51,12.0,10.938,1.0,0.0,23.669
82,0,51,12.0,11.398,1.0,0.0,21.569
83,0,51,12.0,5.999,1.0,0.0,0.113
84,0,51,12.0,3.248,1.0,0.0,18.977
85,0,51,12.0,5.607,1.0,0.0,18.089
86,0,51,12.0,7.564,1.0,0.0,14.541
87,0,51,12.0,5.975,1.0,0.0,3.811
88,0,51,12.0,3.539,1.0,0.0,3.785
89,0,51,12.0,8.934,1.0,0.0,0.925
90,0,51,12.0,10.397,1.0,0.0,16.043
91,0,51,12.0,9.172,1.0,0.0,9.217
92,0,51,12.0,3.091,1.0,0.0,9.618
93,0,51,12.0,6.558,1.0,0.0,10.991
94,0,51,12.0,8.231,1.0,0.0,11.128
95,0,51,12.0,6.964,1.0,0.0,6.779
96,0,51,12.0,6.655,1.0,0.0,6.400
97,0,51,12.0,6.697,1.0,0.0,23.376
98,0,51,12.0,11.390,1.0,0.0,13.667
99,0,51,12.0,10.406,1.0,0.0,19.997
100,0,51,12.0,8.670,1.0,0.0,21.046
101,0,51,12.0,7.833,1.0,0.0,13.747
102,0,51,12.0,6.064,1.0,0.0,14.231
103,0,51,12.0,5.711,1.0,0.0,13.645
104,0,51,12.0,3.025,1.0,0.0,19.733
105,0,51,12.0,3.303,1.0,0.0,5.282
106,0,51,12.0,8.328,1.0,0.0,19.662
107,0,51,12.0,5.004,1.0,0.0,3.113
108,0,51,12.0,8.278,1.0,0.0,5.051
109,0,51,12.0,8.708,1.0,0.0,3.533
110,0,51,12.0,5.187,1.0,0.0,16.988
111,0,51,12.0,4.111,1.0,0.0,21.627
112,0,51,12.0,6.812,1.0,0.0,20.068
113,0,51,12.0,10.693,1.0,0.0,0.808
114,0,51,12.0,11.197,1.0,0.0,23.527
115,0,51,12.0,5.336,1.0,0.0,9.932
116,0,51,12.0,3.888,1.0,0.0,16.999
117,0,51,12.0,11.490,1.0,0.0,17.898
118,0,51,12.0,9.738,1.0,0.0,21.482
119,0,51,12.0,7.738,1.0,0.0,10.080
120,0,51,12.0,7.411,1.0,0.0,20.690
121,0,51,12.0,10.112,1.0,0.0,19.539
122,0,51,12.0,11.117,1.0,0.0,8.980
123,0,51,12.0,10.912,1.0,0.0,12.636
124,0,51,12.0,9.202,1.0,0.0,2.598
125,0,51,12.0,3.276,1.0,0.0,17.442
126,0,51,12.0,3.484,1.0,0.0,18.165
127,0,51,12.0,8.067,1.0,0.0,5.279
128,0,51,12.0,7.912,1.0,0.0,13.823
129,0,51,12.0,4.349,1.0,0.0,11.192
130,0,51,12.0,3.428,1.0,0.0,14.105
131,0,51,12.0,8.671,1.0,0.0,21.122
132,0,51,12.0,4.162,1.0,0.0,21.094
133,0,51,12.0,10.354,1.0,0.0,20.611
134,0,51,12.0,10.413,1.0,0.0,2.957
135,0,51,12.0,4.809,1.0,0.0,5.627
136,0,51,12.0,6.938,1.0,0.0,19.342
137,0,51,12.0,11.625,1.0,0.0,7.913
138,0,51,12.0,9.756,1.0,0.0,0.540
139,0,51,12.0,4.865,1.0,0.0,22.728
140,0,51,12.0,11.143,1.0,0.0,1.065
141,0,51,12.0,9.636,1.0,0.0,9.078
142,0,51,12.0,5.641,1.0,0.0,21.666
143,0,51,12.0,4.382,1.0,0.0,13.890
144,0,51,12.0,10.206,1.0,0.0,18.823
145,0,51,12.0,7.106,1.0,0.0,10.370
146,0,51,12.0,7.552,1.0,0.0,21.708
147,0,51,12.0,6.142,1.0,0.0,16.011
148,0,51,12.0,10.795,1.0,0.0,5.196
149,0,51,12.0,3.269,1.0,0.0,21.423
150,0,51,12.0,4.425,1.0,0.0,11.594
151,0,51,12.0,3.032,1.0,0.0,10.129
152,0,51,12.0,11.249,1.0,0.0,3.596
153,0,51,12.0,10.005,1.0,0.0,9.775
154,0,51,12.0,4.709,1.0,0.0,23.122
155,0,51,12.0,9.746,1.0,0.0,9.636
156,0,51,12.0,5.582,1.0,0.0,0.806
157,0,51,12.0,4.353,1.0,0.0,0.723
158,0,51,12.0,3.789,1.0,0.0,18.959
159,0,51,12.0,9.363,1.0,0.0,13.107
160,0,51,12.0,11.375,1.0,0.0,7.714
161,0,51,12.0,9.722,1.0,0.0,15.080
162,0,51,12.0,10.047,1.0,0.0,1.832
163,0,51,12.0,7.557,1.0,0.0,22.038
164,0,51,12.0,8.271,1.0,0.0,14.154
165,0,51,12.0,9.446,1.0,0.0,2.723
166,0,51,12.0,7.297,1.0,0.0,4.020
167,0,51,12.0,10.450,1.0,0.0,14.907
168,0,51,12.0,3.043,1.0,0.0,11.462
169,0,51,12.0,5.805,1.0,0.0,11.682
170,0,51,12.0,8.096,1.0,0.0,12.577
171,0,51,12.0,7.640,1.0,0.0,22.224
172,0,51,12.0,9.363,1.0,0.0,19.426
173,0,51,12.0,3.012,1.0,0.0,10.115
174,0,51,12.0,7.070,1.0,0.0,18.762
175,0,51,12.0,10.209,1.0,0.0,16.115
176,0,51,12.0,11.276,1.0,0.0,20.308
177,0,51,12.0,10.403,1.0,0.0,15.823
178,0,51,12.0,9.041,1.0,0.0,11.115
179,0,51,12.0,4.738,1.0,0.0,3.848
180,0,51,12.0,11.279,1.0,0.0,13.300
181,0,51,12.0,8.514,1.0,0.0,6.279
182,0,51,12.0,3.794,1.0,0.0,15.218
183,0,51,12.0,9.286,1.0,0.0,5.296
184,0,51,12.0,6.208,1.0,0.0,18.247
185,0,51,12.0,6.978,1.0,0.0,2.802
186,0,51,12.0,11.957,1.0,0.0,5.953
187,0,51,12.0,8.048,1.0,0.0,0.547
188,0,51,12.0,6.198,1.0,0.0,6.148
189,0,51,12.0,4.767,1.0,0.0,9.371
190,0,51,12.0,6.501,1.0,0.0,12.717
191,0,51,12.0,9.855,1.0,0.0,11.729
192,0,51,12.0,11.047,1.0,0.0,12.261
193,0,51,12.0,6.672,1.0,0.0,22.315
194,0,51,12.0,10.481,1.0,0.0,21.973
195,0,51,12.0,5.972,1.0,0.0,5.701
196,0,51,12.0,3.938,1.0,0.0,19.751
197,0,51,12.0,5.963,1.0,0.0,2.894
198,0,51,12.0,7.353,1.0,0.0,23.974
199,0,51,12.0,4.862,1.0,0.0,15.225
200,0,51,12.0,4.151,1.0,0.0,14.147
201,0,51,12.0,5.688,1.0,0.0,23.395
202,0,51,12.0,5.077,1.0,0.0,1.083
203,0,51,12.0,5.834,1.0,0.0,11.005
204,0,51,12.0,9.191,1.0,0.0,7.377
205,0,51,12.0,10.971,1.0,0.0,1.644
206,0,51,12.0,6.094,1.0,0.0,9.750
207,0,51,12.0,9.322,1.0,0.0,7.052
208,0,51,12.0,9.867,1.0,0.0,2.213
209,0,51,12.0,10.728,1.0,0.0,5.584
210,0,51,12.0,11.833,1.0,0.0,7.519
211,0,51,12.0,10.881,1.0,0.0,19.845
212,0,51,12.0,5.507,1.0,0.0,13.308
213,0,51,12.0,9.673,1.0,0.0,7.977
214,0,51,12.0,9.048,1.0,0.0,19.363
215,0,51,12.0,3.912,1.0,0.0,23.207
216,0,51,12.0,5.479,1.0,0.0,1.616
217,0,51,12.0,7.057,1.0,0.0,17.974
218,0,51,12.0,11.661,1.0,0.0,17.405
219,0,51,12.0,3.648,1.0,0.0,7.459
220,0,51,12.0,4.433,1.0,0.0,19.964
221,0,51,12.0,8.428,1.0,0.0,2.189
222,0,51,12.0,7.082,1.0,0.0,15.532
223,0,51,12.0,8.030,1.0,0.0,1.497
224,0,51,12.0,11.968,1.0,0.0,21.877
225,0,51,12.0,5.815,1.0,0.0,9.917
226,0,51,12.0,5.271,1.0,0.0,1.015
227,0,51,12.0,11.808,1.0,0.0,18.421
228,0,51,12.0,10.198,1.0,0.0,13.397
229,0,51,12.0,10.072,1.0,0.0,23.308
230,0,51,12.0,7.607,1.0,0.0,0.218
231,0,51,12.0,10.602,1.0,0.0,19.509
232,0,51,12.0,6.539,1.0,0.0,18.758
233,0,51,12.0,11.825,1.0,0.0,16.526
234,0,51,12.0,9.905,1.0,0.0,18.020
235,0,51,12.0,10.170,1.0,0.0,18.097
236,0,51,12.0,9.632,1.0,0.0,20.902
237,0,51,12.0,9.767,1.0,0.0,2.472
238,0,51,12.0,11.498,1.0,0.0,6.297
239,0,51,12.0,4.722,1.0,0.0,12.049
240,0,51,12.0,9.499,1.0,0.0,0.365
241,0,51,12.0,3.835,1.0,0.0,6.532
242,0,51,12.0,5.686,1.0,0.0,20.263
243,0,51,12.0,6.060,1.0,0.0,22.059
244,0,51,12.0,8.282,1.0,0.0,16.479
245,0,51,12.0,8.962,1.0,0.0,3.007
246,0,51,12.0,6.657,1.0,0.0,12.837
247,0,51,12.0,9.138,1.0,0.0,13.198
248,0,51,12.0,10.550,1.0,0.0,13.681
249,0,51,12.0,10.001,1.0,0.0,4.225
250,0,51,12.0,4.828,1.0,0.0,10.231
251,0,51,12.0,7.372,1.0,0.0,21.601
252,0,51,12.0,11.629,1.0,0.0,21.857
253,0,51,12.0,11.143,1.0,0.0,23.178
254,0,51,12.0,3.480,1.0,0.0,23.962
255,0,51,12.0,5.938,1.0,0.0,17.628
256,0,51,12.0,10.410,1.0,0.0,2.163
257,0,51,12.0,5.209,1.0,0.0,1.264
258,0,51,12.0,5.574,1.0,0.0,10.075
259,0,51,12.0,6.004,1.0,0.0,10.203
260,0,51,12.0,3.113,1.0,0.0,5.432
261,0,51,12.0,6.714,1.0,0.0,13.746
262,0,51,12.0,5.998,1.0,0.0,6.505
263,0,51,12.0,5.432,1.0,0.0,7.458
264,0,51,12.0,10.603,1.0,0.0,21.737
265,0,51,12.0,8.274,1.0,0.0,10.479
266,0,51,12.0,10.614,1.0,0.0,4.608
267,0,51,12.0,5.191,1.0,0.0,15.118
268,0,51,12.0,6.595,1.0,0.0,7.401
269,0,51,12.0,6.364,1.0,0.0,2.259
270,0,51,12.0,7.195,1.0,0.0,11.735
271,0,51,12.0,3.795,1.0,0.0,12.215
272,0,51,12.0,4.594,1.0,0.0,13.472
273,0,51,12.0,8.312,1.0,0.0,12.755
274,0,51,12.0,8.272,1.0,0.0,3.967
275,0,51,12.0,11.503,1.0,0.0,16.374
276,0,51,12.0,11.961,1.0,0.0,14.784
277,0,51,12.0,5.988,1.0,0.0,12.749
278,0,51,12.0,6.583,1.0,0.0,2.405
279,0,51,12.0,6.416,1.0,0.0,7.924
280,0,51,12.0,7.099,1.0,0.0,14.000
281,0,51,12.0,5.610,1.0,0.0,22.020
282,0,51,12.0,6.731,1.0,0.0,22.313
283,0,51,12.0,6.688,1.0,0.0,3.308
284,0,51,12.0,4.728,1.0,0.0,10.897
285,0,51,12.0,11.196,1.0,0.0,13.131
286,0,51,12.0,11.949,1.0,0.0,9.900
287,0,51,12.0,4.232,1.0,0.0,5.655
288,0,51,12.0,11.581,1.0,0.0,10.027
289,0,51,12.0,9.544,1.0,0.0,10.806
290,0,51,12.0,4.342,1.0,0.0,7.031
291,0,51,12.0,8.505,1.0,0.0,19.580
292,0,51,12.0,7.479,1.0,0.0,3.584
293,0,51,12.0,5.579,1.0,0.0,16.855
294,0,51,12.0,4.215,1.0,0.0,1.603
295,0,51,12.0,5.549,1.0,0.0,3.724
296,0,51,12.0,4.339,1.0,0.0,4.281
297,0,51,12.0,5.733,1.0,0.0,21.469
298,0,51,12.0,8.285,1.0,0.0,0.622
299,0,51,12.0,8.498,1.0,0.0,19.324
300,0,51,12.0,9.159,1.0,0.0,5.275
