# Synthetic journeys over the real network. Seeded, reproducible.
id,origin_id,destination_id,battery_kwh,soc_kwh,efficiency_kwh_per_100km,required_kwh,release_hour
5279,225,88,8.5,6.9,18.0,0.0,7.37
5280,47,218,11.5,3.1,18.0,0.0,8.62
5281,125,100,11.8,10.1,18.0,0.0,9.19
5282,120,186,8.5,6.4,18.0,0.0,6.59
5283,38,86,11.9,3.5,18.0,0.0,12.10
5284,162,195,7.6,5.0,18.0,0.0,16.00
5285,55,33,11.4,9.6,18.0,0.0,13.39
5286,80,155,7.6,5.3,18.0,0.0,8.36
5287,202,35,11.0,7.2,18.0,0.0,12.73
5288,164,81,7.4,5.3,18.0,0.0,9.01
5289,126,225,13.0,10.4,18.0,0.0,13.02
5290,63,95,12.6,6.9,18.0,0.0,1.70
5291,140,60,7.5,1.8,18.0,0.0,5.62
5292,146,141,8.5,5.3,18.0,0.0,10.06
5293,176,164,8.3,7.4,18.0,0.0,5.53
5294,58,150,10.0,2.9,18.0,0.0,14.85
5295,167,53,10.9,4.0,18.0,0.0,11.53
5296,190,18,10.0,4.8,18.0,0.0,12.71
5297,49,20,12.0,2.8,18.0,0.0,11.31
5298,207,75,12.0,11.1,18.0,0.0,6.84
5299,89,61,7.3,2.1,18.0,0.0,16.00
5300,109,134,10.8,6.7,18.0,0.0,12.13
5301,41,101,8.7,1.9,18.0,0.0,12.10
5302,212,195,13.2,10.8,18.0,0.0,12.52
5303,27,106,10.0,6.4,18.0,0.0,9.34
5304,182,155,13.1,3.4,18.0,0.0,7.78
5305,119,43,10.5,7.0,18.0,0.0,13.15
5306,27,48,9.8,5.3,18.0,0.0,12.31
5307,111,205,7.6,3.4,18.0,0.0,15.87
5308,118,147,7.2,5.1,18.0,0.0,12.17
5309,127,39,8.2,3.6,18.0,0.0,14.27
5310,195,47,7.9,1.9,18.0,0.0,15.97
5311,149,157,7.2,4.7,18.0,0.0,5.34
5312,151,50,9.2,7.0,18.0,0.0,6.44
5313,209,217,10.1,8.0,18.0,0.0,6.99
5314,211,154,12.8,10.7,18.0,0.0,7.90
5315,123,127,9.0,8.5,18.0,0.0,6.63
5316,122,130,9.0,3.2,18.0,0.0,8.67
5317,133,50,9.6,2.9,18.0,0.0,11.96
5318,176,3,9.4,7.7,18.0,0.0,7.75
5319,210,20,12.9,6.1,18.0,0.0,16.00
5320,173,68,9.6,7.3,18.0,0.0,5.43
5321,48,64,10.6,4.6,18.0,0.0,8.52
5322,36,159,11.7,4.7,18.0,0.0,5.47
5323,35,189,8.2,2.5,18.0,0.0,6.12
5324,108,183,7.9,3.0,18.0,0.0,4.51
5325,30,105,9.4,8.3,18.0,0.0,0.09
5326,173,206,11.5,5.4,18.0,0.0,14.69
5327,32,155,13.3,11.1,18.0,0.0,0.27
5328,38,122,10.5,6.5,18.0,0.0,15.64
5329,28,6,9.4,2.6,18.0,0.0,6.91
5330,179,8,8.6,3.3,18.0,0.0,7.24
5331,71,69,9.0,4.7,18.0,0.0,7.97
5332,104,192,11.4,5.7,18.0,0.0,8.68
5333,173,23,7.8,3.8,18.0,0.0,1.48
5334,87,85,8.1,6.1,18.0,0.0,5.82
5335,65,19,8.0,7.2,18.0,0.0,13.86
5336,89,141,10.4,5.3,18.0,0.0,8.62
5337,16,31,9.0,5.0,18.0,0.0,1.27
5338,207,0,7.2,6.7,18.0,0.0,7.21
5339,220,160,8.4,5.5,18.0,0.0,7.78
5340,169,88,12.4,11.5,18.0,0.0,14.66
5341,68,38,13.3,7.4,18.0,0.0,7.75
5342,59,92,7.4,1.5,18.0,0.0,8.81
5343,6,22,8.0,6.2,18.0,0.0,7.23
5344,207,214,8.5,4.8,18.0,0.0,8.05
5345,21,48,9.7,6.5,18.0,0.0,8.31
5346,60,198,13.3,7.5,18.0,0.0,8.20
5347,213,28,10.2,2.5,18.0,0.0,12.64
5348,26,136,12.4,7.1,18.0,0.0,5.07
5349,39,79,7.4,5.6,18.0,0.0,14.90
5350,222,70,7.3,6.6,18.0,0.0,15.08
5351,195,56,7.8,4.1,18.0,0.0,4.43
5352,103,146,13.3,9.1,18.0,0.0,11.38
5353,39,121,8.5,2.5,18.0,0.0,7.43
5354,53,152,13.0,4.2,18.0,0.0,8.74
5355,31,131,13.0,10.7,18.0,0.0,15.08
5356,193,56,9.5,6.8,18.0,0.0,3.47
5357,40,0,11.9,9.3,18.0,0.0,11.35
5358,210,153,11.3,2.6,18.0,0.0,6.81
5359,63,22,9.0,2.8,18.0,0.0,7.98
5360,41,223,8.4,2.7,18.0,0.0,5.70
5361,98,156,10.7,7.0,18.0,0.0,16.00
5362,149,65,11.0,2.6,18.0,0.0,9.91
5363,189,113,11.8,6.3,18.0,0.0,12.43
5364,215,10,11.2,8.5,18.0,0.0,11.08
5365,66,207,10.7,8.9,18.0,0.0,12.52
5366,178,72,8.4,4.0,18.0,0.0,7.84
5367,12,151,13.3,10.2,18.0,0.0,6.15
5368,82,145,10.3,8.3,18.0,0.0,7.98
5369,23,76,11.2,9.1,18.0,0.0,10.77
5370,172,69,11.3,6.2,18.0,0.0,11.20
5371,217,109,8.4,6.5,18.0,0.0,1.22
5372,51,127,12.1,4.1,18.0,0.0,8.27
5373,27,189,11.2,10.2,18.0,0.0,16.00
5374,14,176,12.2,5.6,18.0,0.0,7.92
5375,100,97,11.0,9.0,18.0,0.0,11.95
5376,62,33,11.7,6.7,18.0,0.0,11.62
5377,129,173,8.9,4.2,18.0,0.0,8.31
5378,215,13,11.9,8.6,18.0,0.0,4.32
5379,158,23,7.2,4.4,18.0,0.0,7.39
5380,202,15,13.1,3.4,18.0,0.0,5.66
5381,96,54,10.6,9.6,18.0,0.0,9.69
5382,21,183,13.3,4.3,18.0,0.0,7.99
5383,78,184,10.3,9.6,18.0,0.0,8.88
5384,205,8,8.4,3.7,18.0,0.0,7.64
5385,156,223,8.6,3.8,18.0,0.0,14.12
5386,154,60,12.0,10.7,18.0,0.0,10.24
5387,104,209,10.7,4.2,18.0,0.0,9.80
5388,124,36,10.0,4.4,18.0,0.0,11.16
5389,169,186,11.0,3.4,18.0,0.0,8.00
5390,125,207,10.0,8.1,18.0,0.0,8.12
5391,201,73,12.1,4.3,18.0,0.0,6.82
5392,150,182,8.6,3.9,18.0,0.0,7.08
5393,128,225,8.9,7.1,18.0,0.0,13.07
5394,159,157,12.0,6.9,18.0,0.0,3.95
5395,32,49,11.9,4.6,18.0,0.0,5.38
5396,77,178,7.7,4.5,18.0,0.0,14.39
5397,213,12,12.7,9.0,18.0,0.0,8.51
5398,219,131,7.6,4.7,18.0,0.0,8.19
5399,146,144,10.3,4.5,18.0,0.0,6.99
